bb_project_number,concept_name,image_URL,concept_text,child_age,wic_status,truesample,sample_category_use,pi_total,pi_top2,pi_top,pi_btm2,pi_btm,appeal_total,appeal_top2,appeal_top,appeal_btm2,uniqueness_total,uniqueness_top2,uniqueness_top,uniqueness_btm2,relevance_total,relevance_top2,relevance_top,relevance_btm2,believability_total,believability_top2,believability_top,believability_btm2,value_total,value_top2,value_top,value_btm2,brandfit_total,brandfit_top2,brandfit_top,brandfit_btm2,age_start,age_stop
NTL911,C1 Slow Flowno_mess,,,,WIC,True Sample Verified,Category Users ONLY,223,164,96,24,11,223,194,141,9,223,131,62,24,223,162,100,24,223,182,91,11,223,99,50,49,223,187,101,7,10,35
